Session Number, Operation, Start Timestamp, End Timestamp, Date 1, Date 2, Days, Weeks, Months, Phrase, Result of Operation, Error
59,Subtract months from date,27-8-2020 20:36:08,27-8-2020 20:36:08,24-10-1560,N.A,N.A,N.A,258,N.A,N.A,24-4-1539,N.A
59,Get week number,27-8-2020 20:36:08,27-8-2020 20:36:08,6-2-2459,N.A,N.A,N.A,N.A,N.A,N.A,6,N.A
59,N.A,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
59,Get day of the week,27-8-2020 20:36:08,27-8-2020 20:36:08,25-12-2927,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
59,Exit Session,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
60,Subtract days from date,27-8-2020 20:36:08,27-8-2020 20:36:08,7-5-2539,N.A,268,N.A,N.A,N.A,N.A,12-8-2538,N.A
60,Subtract years from date,27-8-2020 20:36:08,27-8-2020 20:36:08,19-1-1108,N.A,N.A,N.A,N.A,193,N.A,19-1-915,N.A
60,Get date from string,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,297 DAYS EARLIER,4-11-2019,N.A
60,N.A,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
60,Get date from string,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,NEXT WEEK,3-9-2020,N.A
60,N.A,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
60,Add years to date,27-8-2020 20:36:08,27-8-2020 20:36:08,17-8-1380,N.A,N.A,N.A,N.A,360,N.A,17-8-1740,N.A
60,Add two dates,27-8-2020 20:36:08,27-8-2020 20:36:08,19-12-1135,13-7-2754,N.A,N.A,N.A,N.A,N.A,1-8-3890,N.A
60,Get week number,27-8-2020 20:36:08,27-8-2020 20:36:08,19-1-2807,N.A,N.A,N.A,N.A,N.A,N.A,3,N.A
60,Get week number,27-8-2020 20:36:08,27-8-2020 20:36:08,28-8-1547,N.A,N.A,N.A,N.A,N.A,N.A,36,N.A
60,Exit Session,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
61,Get day of the week,27-8-2020 20:36:08,27-8-2020 20:36:08,27-13-1738,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
61,Subtact two dates,27-8-2020 20:36:08,27-8-2020 20:36:08,1-2-2534,24-3-1627,N.A,N.A,N.A,N.A,N.A,Days: 331224	Weeks: 47317	Months: 10882,N.A
61,Get date from string,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,PREVIOUS MONTH,27-7-2020,N.A
61,Add days to date,27-8-2020 20:36:08,27-8-2020 20:36:08,20-13-2048,N.A,124,N.A,N.A,N.A,N.A,24-5-2049,N.A
61,Subtract months from date,27-8-2020 20:36:08,27-8-2020 20:36:08,30-6-1330,N.A,N.A,N.A,45,N.A,N.A,30-9-1326,N.A
61,Subtract days from date,27-8-2020 20:36:08,27-8-2020 20:36:08,31-11-1719,N.A,276,N.A,N.A,N.A,N.A,28-2-1719,N.A
61,Add two dates,27-8-2020 20:36:08,27-8-2020 20:36:08,19-3-1885,22-6-1320,N.A,N.A,N.A,N.A,N.A,10-10-3205,N.A
61,N.A,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
61,Subtract weeks from date,27-8-2020 20:36:08,27-8-2020 20:36:08,21-1-1801,N.A,N.A,258,N.A,N.A,N.A,10-2-1796,N.A
61,Subtract years from date,27-8-2020 20:36:08,27-8-2020 20:36:08,4-8-1927,N.A,N.A,N.A,N.A,162,N.A,4-8-1765,N.A
61,Exit Session,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
62,Get date from string,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,LAST MONTH,27-7-2020,N.A
62,Subtract years from date,27-8-2020 20:36:08,27-8-2020 20:36:08,19-4-2093,N.A,N.A,N.A,N.A,465,N.A,19-4-1628,N.A
62,Subtract years from date,27-8-2020 20:36:08,27-8-2020 20:36:08,1-8-2066,N.A,N.A,N.A,N.A,407,N.A,1-8-1659,N.A
62,Add years to date,27-8-2020 20:36:08,27-8-2020 20:36:08,20-11-1731,N.A,N.A,N.A,N.A,361,N.A,20-11-2092,N.A
62,Add days to date,27-8-2020 20:36:08,27-8-2020 20:36:08,7-9-1768,N.A,226,N.A,N.A,N.A,N.A,21-4-1769,N.A
62,Add two dates,27-8-2020 20:36:08,27-8-2020 20:36:08,8-1-2446,16-9-1363,N.A,N.A,N.A,N.A,N.A,24-10-3809,N.A
62,Get date from string,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,DAY BEFORE YESTERDAY,25-8-2020,N.A
62,Subtract months from date,27-8-2020 20:36:08,27-8-2020 20:36:08,1-5-1605,N.A,N.A,N.A,304,N.A,N.A,1-1-1580,N.A
62,Add two dates,27-8-2020 20:36:08,27-8-2020 20:36:08,9-13-1738,31-6-2652,N.A,N.A,N.A,N.A,N.A,10-8-4391,N.A
62,N.A,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
62,Exit Session,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
63,Add two dates,27-8-2020 20:36:08,27-8-2020 20:36:08,28-10-1575,28-10-1439,N.A,N.A,N.A,N.A,N.A,25-9-3015,N.A
63,Add days to date,27-8-2020 20:36:08,27-8-2020 20:36:08,31-12-2160,N.A,446,N.A,N.A,N.A,N.A,22-3-2162,N.A
63,Add days to date,27-8-2020 20:36:08,27-8-2020 20:36:08,27-9-1664,N.A,141,N.A,N.A,N.A,N.A,15-2-1665,N.A
63,Subtract years from date,27-8-2020 20:36:08,27-8-2020 20:36:08,15-10-2577,N.A,N.A,N.A,N.A,58,N.A,15-10-2519,N.A
63,Add weeks to date,27-8-2020 20:36:08,27-8-2020 20:36:08,31-13-2159,N.A,N.A,30,N.A,N.A,N.A,28-8-2160,N.A
63,N.A,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
63,Get date from string,27-8-2020 20:36:08,27-8-2020 20:36:08,N.A,N.A,N.A,N.A,N.A,N.A,DAY AFTER TOMORROW,29-8-2020,N.A
63,Subtact two dates,27-8-2020 20:36:08,27-8-2020 20:36:08,7-4-2551,11-13-2630,N.A,N.A,N.A,N.A,N.A,Days: 29133	Weeks: 4161	Months: 957,N.A
63,Add months to date,27-8-2020 20:36:08,27-8-2020 20:36:08,27-3-1045,N.A,N.A,N.A,364,N.A,N.A,27-7-1075,N.A
63,Add days to date,27-8-2020 20:36:08,27-8-2020 20:36:08,10-10-1823,N.A,210,N.A,N.A,N.A,N.A,7-5-1824,N.A
63,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
64,Add weeks to date,27-8-2020 20:36:09,27-8-2020 20:36:09,2-3-1485,N.A,N.A,133,N.A,N.A,N.A,19-9-1487,N.A
64,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
64,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
64,Add weeks to date,27-8-2020 20:36:09,27-8-2020 20:36:09,28-2-2609,N.A,N.A,433,N.A,N.A,N.A,17-6-2617,N.A
64,Add years to date,27-8-2020 20:36:09,27-8-2020 20:36:09,23-4-2719,N.A,N.A,N.A,N.A,159,N.A,23-4-2878,N.A
64,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,27-6-1571,N.A,N.A,N.A,N.A,N.A,N.A,26,N.A
64,Get date from string,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,229 WEEKS AFTER,16-1-2025,N.A
64,Add months to date,27-8-2020 20:36:09,27-8-2020 20:36:09,1-1-2193,N.A,N.A,N.A,214,N.A,N.A,1-11-2210,N.A
64,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,10-11-2635,N.A,N.A,N.A,N.A,N.A,N.A,46,N.A
64,Add months to date,27-8-2020 20:36:09,27-8-2020 20:36:09,6-3-1603,N.A,N.A,N.A,29,N.A,N.A,6-8-1605,N.A
64,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
65,Add two dates,27-8-2020 20:36:09,27-8-2020 20:36:09,16-13-1835,13-13-1348,N.A,N.A,N.A,N.A,N.A,28-2-3185,N.A
65,Add two dates,27-8-2020 20:36:09,27-8-2020 20:36:09,2-8-2596,9-7-2282,N.A,N.A,N.A,N.A,N.A,11-3-4879,N.A
65,Subtract days from date,27-8-2020 20:36:09,27-8-2020 20:36:09,14-6-2273,N.A,111,N.A,N.A,N.A,N.A,23-2-2273,N.A
65,Add weeks to date,27-8-2020 20:36:09,27-8-2020 20:36:09,26-12-2244,N.A,N.A,36,N.A,N.A,N.A,4-9-2245,N.A
65,Add days to date,27-8-2020 20:36:09,27-8-2020 20:36:09,32-13-2018,N.A,314,N.A,N.A,N.A,N.A,12-12-2019,N.A
65,Subtact two dates,27-8-2020 20:36:09,27-8-2020 20:36:09,23-1-2732,20-2-1231,N.A,N.A,N.A,N.A,N.A,Days: 548193	Weeks: 78313	Months: 18010,N.A
65,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
65,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,18-2-2927,N.A,N.A,N.A,N.A,N.A,N.A,8,N.A
65,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,10-10-1602,N.A,N.A,N.A,N.A,N.A,N.A,41,N.A
65,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,29-2-2004,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
65,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
66,Get date from string,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,392 MONTHS BEFORE,27-12-1987,N.A
66,Add months to date,27-8-2020 20:36:09,27-8-2020 20:36:09,21-5-1961,N.A,N.A,N.A,377,N.A,N.A,21-10-1992,N.A
66,Subtract days from date,27-8-2020 20:36:09,27-8-2020 20:36:09,16-7-1007,N.A,292,N.A,N.A,N.A,N.A,27-9-1006,N.A
66,Subtract days from date,27-8-2020 20:36:09,27-8-2020 20:36:09,2-5-1937,N.A,176,N.A,N.A,N.A,N.A,7-11-1936,N.A
66,Add months to date,27-8-2020 20:36:09,27-8-2020 20:36:09,27-10-1685,N.A,N.A,N.A,468,N.A,N.A,27-10-1724,N.A
66,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
66,Subtract weeks from date,27-8-2020 20:36:09,27-8-2020 20:36:09,7-11-2642,N.A,N.A,310,N.A,N.A,N.A,28-11-2636,N.A
66,Get date from string,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,YESTERDAY,26-8-2020,N.A
66,Subtract years from date,27-8-2020 20:36:09,27-8-2020 20:36:09,23-5-2949,N.A,N.A,N.A,N.A,341,N.A,23-5-2608,N.A
66,Add years to date,27-8-2020 20:36:09,27-8-2020 20:36:09,31-5-1856,N.A,N.A,N.A,N.A,493,N.A,31-5-2349,N.A
66,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
67,Subtract years from date,27-8-2020 20:36:09,27-8-2020 20:36:09,4-2-1111,N.A,N.A,N.A,N.A,225,N.A,4-2-886,N.A
67,Add weeks to date,27-8-2020 20:36:09,27-8-2020 20:36:09,12-7-1367,N.A,N.A,198,N.A,N.A,N.A,28-4-1371,N.A
67,Subtract months from date,27-8-2020 20:36:09,27-8-2020 20:36:09,7-10-1503,N.A,N.A,N.A,494,N.A,N.A,7-8-1462,N.A
67,Subtract weeks from date,27-8-2020 20:36:09,27-8-2020 20:36:09,24-2-2062,N.A,N.A,409,N.A,N.A,N.A,24-4-2054,N.A
67,Subtract weeks from date,27-8-2020 20:36:09,27-8-2020 20:36:09,23-3-1248,N.A,N.A,428,N.A,N.A,N.A,9-1-1240,N.A
67,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,12-5-1004,N.A,N.A,N.A,N.A,N.A,N.A,Friday,N.A
67,Subtract weeks from date,27-8-2020 20:36:09,27-8-2020 20:36:09,22-7-1306,N.A,N.A,380,N.A,N.A,N.A,10-4-1299,N.A
67,Add two dates,27-8-2020 20:36:09,27-8-2020 20:36:09,26-8-1134,28-2-1075,N.A,N.A,N.A,N.A,N.A,23-11-2209,N.A
67,Subtract years from date,27-8-2020 20:36:09,27-8-2020 20:36:09,27-8-2852,N.A,N.A,N.A,N.A,106,N.A,27-8-2746,N.A
67,Add days to date,27-8-2020 20:36:09,27-8-2020 20:36:09,26-13-1357,N.A,108,N.A,N.A,N.A,N.A,14-5-1358,N.A
67,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
68,Add days to date,27-8-2020 20:36:09,27-8-2020 20:36:09,26-1-1550,N.A,5,N.A,N.A,N.A,N.A,31-1-1550,N.A
68,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
68,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,8-8-2176,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
68,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
68,Add weeks to date,27-8-2020 20:36:09,27-8-2020 20:36:09,7-5-1232,N.A,N.A,197,N.A,N.A,N.A,15-2-1236,N.A
68,Add months to date,27-8-2020 20:36:09,27-8-2020 20:36:09,24-4-1846,N.A,N.A,N.A,409,N.A,N.A,24-5-1880,N.A
68,Subtract months from date,27-8-2020 20:36:09,27-8-2020 20:36:09,17-13-1105,N.A,N.A,N.A,146,N.A,N.A,17-11-1093,N.A
68,Add months to date,27-8-2020 20:36:09,27-8-2020 20:36:09,31-13-2547,N.A,N.A,N.A,444,N.A,N.A,31-1-2585,N.A
68,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
68,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,15-1-1973,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
68,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
69,Add days to date,27-8-2020 20:36:09,27-8-2020 20:36:09,2-1-1057,N.A,156,N.A,N.A,N.A,N.A,7-6-1057,N.A
69,Subtract days from date,27-8-2020 20:36:09,27-8-2020 20:36:09,2-10-1685,N.A,82,N.A,N.A,N.A,N.A,12-7-1685,N.A
69,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,31-10-2936,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
69,Add two dates,27-8-2020 20:36:09,27-8-2020 20:36:09,9-8-1052,16-1-2669,N.A,N.A,N.A,N.A,N.A,25-9-3721,N.A
69,Subtact two dates,27-8-2020 20:36:09,27-8-2020 20:36:09,32-1-2363,19-3-1597,N.A,N.A,N.A,N.A,N.A,Days: 279729	Weeks: 39961	Months: 9190,N.A
69,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,18-12-2513,N.A,N.A,N.A,N.A,N.A,N.A,51,N.A
69,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
69,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,21-13-2721,N.A,N.A,N.A,N.A,N.A,N.A,3,N.A
69,Subtract days from date,27-8-2020 20:36:09,27-8-2020 20:36:09,5-13-2085,N.A,466,N.A,N.A,N.A,N.A,26-9-2084,N.A
69,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,8-8-1804,N.A,N.A,N.A,N.A,N.A,N.A,32,N.A
69,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
70,Add years to date,27-8-2020 20:36:09,27-8-2020 20:36:09,10-4-1694,N.A,N.A,N.A,N.A,462,N.A,10-4-2156,N.A
70,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,1-12-2655,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
70,Get date from string,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,118 DAYS AFTER,23-12-2020,N.A
70,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,31-13-2907,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
70,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,19-9-1649,N.A,N.A,N.A,N.A,N.A,N.A,39,N.A
70,Add days to date,27-8-2020 20:36:09,27-8-2020 20:36:09,23-5-1098,N.A,406,N.A,N.A,N.A,N.A,3-7-1099,N.A
70,Add months to date,27-8-2020 20:36:09,27-8-2020 20:36:09,18-3-2406,N.A,N.A,N.A,273,N.A,N.A,18-12-2428,N.A
70,Subtract days from date,27-8-2020 20:36:09,27-8-2020 20:36:09,9-8-1669,N.A,413,N.A,N.A,N.A,N.A,22-6-1668,N.A
70,Subtract years from date,27-8-2020 20:36:09,27-8-2020 20:36:09,29-7-2900,N.A,N.A,N.A,N.A,198,N.A,29-7-2702,N.A
70,Add months to date,27-8-2020 20:36:09,27-8-2020 20:36:09,31-2-1409,N.A,N.A,N.A,40,N.A,N.A,3-7-1412,N.A
70,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
71,Subtract days from date,27-8-2020 20:36:09,27-8-2020 20:36:09,32-5-2758,N.A,457,N.A,N.A,N.A,N.A,1-3-2757,N.A
71,Add weeks to date,27-8-2020 20:36:09,27-8-2020 20:36:09,14-7-2633,N.A,N.A,177,N.A,N.A,N.A,4-12-2636,N.A
71,Subtract years from date,27-8-2020 20:36:09,27-8-2020 20:36:09,17-12-2209,N.A,N.A,N.A,N.A,141,N.A,17-12-2068,N.A
71,Subtract months from date,27-8-2020 20:36:09,27-8-2020 20:36:09,19-9-2948,N.A,N.A,N.A,17,N.A,N.A,19-4-2947,N.A
71,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
71,Subtract months from date,27-8-2020 20:36:09,27-8-2020 20:36:09,19-6-2729,N.A,N.A,N.A,45,N.A,N.A,19-9-2725,N.A
71,Add days to date,27-8-2020 20:36:09,27-8-2020 20:36:09,28-5-1053,N.A,447,N.A,N.A,N.A,N.A,18-8-1054,N.A
71,Get date from string,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,TOMORROW,28-8-2020,N.A
71,Get date from string,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,PREVIOUS WEEK,20-8-2020,N.A
71,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
71,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
72,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,25-12-1120,N.A,N.A,N.A,N.A,N.A,N.A,52,N.A
72,Subtract weeks from date,27-8-2020 20:36:09,27-8-2020 20:36:09,2-6-2056,N.A,N.A,22,N.A,N.A,N.A,31-12-2055,N.A
72,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,2-12-1075,N.A,N.A,N.A,N.A,N.A,N.A,49,N.A
72,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,13-4-2504,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
72,Subtract weeks from date,27-8-2020 20:36:09,27-8-2020 20:36:09,10-12-2521,N.A,N.A,242,N.A,N.A,N.A,21-4-2517,N.A
72,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
72,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,8-3-1708,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
72,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
72,Subtract months from date,27-8-2020 20:36:09,27-8-2020 20:36:09,12-1-2906,N.A,N.A,N.A,497,N.A,N.A,12-8-2864,N.A
72,Add years to date,27-8-2020 20:36:09,27-8-2020 20:36:09,20-10-2280,N.A,N.A,N.A,N.A,57,N.A,20-10-2337,N.A
72,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
73,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,16-5-2922,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
73,Add two dates,27-8-2020 20:36:09,27-8-2020 20:36:09,21-5-1819,10-13-2489,N.A,N.A,N.A,N.A,N.A,30-6-4309,N.A
73,Subtract months from date,27-8-2020 20:36:09,27-8-2020 20:36:09,30-7-1319,N.A,N.A,N.A,262,N.A,N.A,30-9-1297,N.A
73,Subtract months from date,27-8-2020 20:36:09,27-8-2020 20:36:09,16-7-1667,N.A,N.A,N.A,152,N.A,N.A,16-11-1654,N.A
73,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
73,Add years to date,27-8-2020 20:36:09,27-8-2020 20:36:09,16-4-2887,N.A,N.A,N.A,N.A,12,N.A,16-4-2899,N.A
73,Add weeks to date,27-8-2020 20:36:09,27-8-2020 20:36:09,15-1-1538,N.A,N.A,250,N.A,N.A,N.A,31-10-1542,N.A
73,Subtact two dates,27-8-2020 20:36:09,27-8-2020 20:36:09,7-12-1189,6-9-2761,N.A,N.A,N.A,N.A,N.A,Days: 574062	Weeks: 82008	Months: 18860,N.A
73,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,2-9-1278,N.A,N.A,N.A,N.A,N.A,N.A,36,N.A
73,Get date from string,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,TODAY,27-8-2020,N.A
73,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
74,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,15-1-2494,N.A,N.A,N.A,N.A,N.A,N.A,Friday,N.A
74,Subtract weeks from date,27-8-2020 20:36:09,27-8-2020 20:36:09,19-7-2670,N.A,N.A,139,N.A,N.A,N.A,19-11-2667,N.A
74,Add days to date,27-8-2020 20:36:09,27-8-2020 20:36:09,4-11-2220,N.A,204,N.A,N.A,N.A,N.A,27-5-2221,N.A
74,Subtract weeks from date,27-8-2020 20:36:09,27-8-2020 20:36:09,9-5-2519,N.A,N.A,50,N.A,N.A,N.A,24-5-2518,N.A
74,Subtract days from date,27-8-2020 20:36:09,27-8-2020 20:36:09,12-12-2520,N.A,171,N.A,N.A,N.A,N.A,24-6-2520,N.A
74,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
74,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,4-12-2461,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
74,Add days to date,27-8-2020 20:36:09,27-8-2020 20:36:09,25-2-1285,N.A,461,N.A,N.A,N.A,N.A,1-6-1286,N.A
74,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,5-3-1381,N.A,N.A,N.A,N.A,N.A,N.A,10,N.A
74,Subtract years from date,27-8-2020 20:36:09,27-8-2020 20:36:09,15-9-1678,N.A,N.A,N.A,N.A,190,N.A,15-9-1488,N.A
74,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
75,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
75,Add weeks to date,27-8-2020 20:36:09,27-8-2020 20:36:09,1-2-2719,N.A,N.A,496,N.A,N.A,N.A,4-8-2728,N.A
75,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,9-5-2639,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
75,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,1-4-2502,N.A,N.A,N.A,N.A,N.A,N.A,13,N.A
75,Add two dates,27-8-2020 20:36:09,27-8-2020 20:36:09,3-1-1869,11-7-2091,N.A,N.A,N.A,N.A,N.A,14-8-3960,N.A
75,Get date from string,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,423 YEARS EARLIER,27-8-1597,N.A
75,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
75,N.A,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
75,Get week number,27-8-2020 20:36:09,27-8-2020 20:36:09,8-10-1473,N.A,N.A,N.A,N.A,N.A,N.A,41,N.A
75,Subtract days from date,27-8-2020 20:36:09,27-8-2020 20:36:09,27-2-1255,N.A,292,N.A,N.A,N.A,N.A,11-5-1254,N.A
75,Exit Session,27-8-2020 20:36:09,27-8-2020 20:36:09,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
76,Subtract weeks from date,27-8-2020 20:36:09,27-8-2020 20:36:09,20-8-2211,N.A,N.A,55,N.A,N.A,N.A,31-7-2210,N.A
76,Get day of the week,27-8-2020 20:36:09,27-8-2020 20:36:09,17-9-1340,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
76,Get week number,27-8-2020 20:36:10,27-8-2020 20:36:10,32-13-1953,N.A,N.A,N.A,N.A,N.A,N.A,6,N.A
